"year","mm-dd","location","parameter","unit","datatype","value"
2023,"11-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4890
2023,"12-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3480
2023,"12-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3290
2023,"12-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3460
2023,"12-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3630
2023,"12-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4170
2023,"12-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5370
2023,"12-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5450
2023,"12-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5680
2023,"12-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5950
2023,"12-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6390
2023,"12-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6640
2023,"12-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6020
2023,"12-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5470
2023,"12-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5560
2023,"12-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5580
2023,"12-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5920
2023,"12-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5880
2023,"12-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6210
2023,"12-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6800
2023,"12-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6570
2023,"12-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7090
2023,"12-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7620
2023,"12-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2023,"12-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2023,"12-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2023,"12-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2023,"12-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-8330
2023,"12-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7610
2023,"12-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7920
2023,"12-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7680
2023,"12-31","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7510
2024,"1-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5970
2024,"1-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5520
2024,"1-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4970
2024,"1-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5010
2024,"1-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5840
2024,"1-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6440
2024,"1-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5680
2024,"1-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5220
2024,"1-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5700
2024,"1-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5880
2024,"1-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5130
2024,"1-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5410
2024,"1-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6010
2024,"1-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5240
2024,"1-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4390
2024,"1-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4930
2024,"1-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5070
2024,"1-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5160
2024,"1-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6130
2024,"1-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6040
2024,"1-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5380
2024,"1-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4570
2024,"1-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2590
2024,"1-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2100
2024,"1-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2290
2024,"1-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2480
2024,"1-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2680
2024,"1-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2930
2024,"1-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3080
2024,"1-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3340
2024,"1-31","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3780
2024,"2-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2770
2024,"2-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1987
2024,"2-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2320
2024,"2-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5050
2024,"2-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4800
2024,"2-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4950
2024,"2-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4570
2024,"2-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4150
2024,"2-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4310
2024,"2-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4460
2024,"2-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4520
2024,"2-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4560
2024,"2-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4410
2024,"2-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4360
2024,"2-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4100
2024,"2-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4150
2024,"2-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3730
2024,"2-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4110
2024,"2-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4110
2024,"2-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2610
2024,"2-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2640
2024,"2-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2840
2024,"2-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3370
2024,"2-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3940
2024,"2-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3660
2024,"2-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3210
2024,"2-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2900
2024,"2-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3580
2024,"2-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3970
2024,"3-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4440
2024,"3-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3370
2024,"3-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2560
2024,"3-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2710
2024,"3-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3350
2024,"3-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3370
2024,"3-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2770
2024,"3-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3200
2024,"3-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3880
2024,"3-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3460
2024,"3-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1955
2024,"3-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1547
2024,"3-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1159
2024,"3-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-973
2024,"3-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1623
2024,"3-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1559
2024,"3-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-829
2024,"3-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-906
2024,"3-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1229
2024,"3-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1184
2024,"3-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1850
2024,"3-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3245
2024,"3-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3348
2024,"3-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2600
2024,"3-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2522
2024,"3-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3613
2024,"3-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4480
2024,"3-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3420
2024,"3-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3910
2024,"3-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3900
2024,"3-31","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3020
2024,"4-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2559
2024,"4-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2863
2024,"4-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3220
2024,"4-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1719
2024,"4-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1243
2024,"4-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2620
2024,"4-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2750
2024,"4-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2760
2024,"4-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2630
2024,"4-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1127
2024,"4-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1189
2024,"4-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1120
2024,"4-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",591
2024,"4-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",934
2024,"4-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",695
2024,"4-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",520
2024,"4-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",168
2024,"4-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-469
2024,"4-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-345
2024,"4-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",433
2024,"4-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",77
2024,"4-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1126
2024,"4-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-307
2024,"4-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-245
2024,"4-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1124
2024,"4-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1442
2024,"4-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-929
2024,"4-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-993
2024,"4-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-737
2024,"4-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-461
2024,"5-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-484
2024,"5-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-980
2024,"5-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1232
2024,"5-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1311
2024,"5-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-736
2024,"5-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-864
2024,"5-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1037
2024,"5-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1239
2024,"5-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1241
2024,"5-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1006
2024,"5-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-812
2024,"5-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-379
2024,"5-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-301
2024,"5-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-590
2024,"5-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1274
2024,"5-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1754
2024,"5-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1842
2024,"5-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1939
2024,"5-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-617
2024,"5-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-629
2024,"5-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-936
2024,"5-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-1292
2024,"5-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2282
2024,"5-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2395
2024,"5-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2221
2024,"5-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2390
2024,"5-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3000
2024,"5-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3200
2024,"5-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-2880
2024,"5-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-3650
2024,"5-31","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4020
2024,"6-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4270
2024,"6-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4640
2024,"6-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4990
2024,"6-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4970
2024,"6-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5340
2024,"6-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6260
2024,"6-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6690
2024,"6-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6100
2024,"6-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5670
2024,"6-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6090
2024,"6-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6230
2024,"6-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6510
2024,"6-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5620
2024,"6-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5380
2024,"6-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5840
2024,"6-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6420
2024,"6-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5790
2024,"6-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5360
2024,"6-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5610
2024,"6-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6590
2024,"6-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7250
2024,"6-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6560
2024,"6-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5870
2024,"6-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5720
2024,"6-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6350
2024,"6-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-6630
2024,"6-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5720
2024,"6-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-4900
2024,"6-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5230
2024,"6-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-5860
2024,"7-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-7470
2024,"7-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-9910
2024,"7-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-10580
2024,"7-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-10680
2024,"7-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-9780
2024,"7-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-8720
2024,"7-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-9660
2024,"7-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-10140
2024,"7-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",-10080
2024,"7-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"7-31","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"8-31","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"9-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-1","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-2","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-3","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-4","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-5","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-6","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-7","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-8","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-9","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-10","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-11","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-12","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-13","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-14","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-15","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-16","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-17","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-18","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-19","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-20","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-21","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-22","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-23","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-24","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-25","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-26","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-27","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-28","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-29","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
2024,"10-30","Combined","OMRDailyUSGS","CFS","OMRDailyUSGS",NA
